series_id,mse,mae,mase
br_female_outerwear_135,4.543273142522457e-06,0.0010375566521195775,0.31204961579588464
br_female_outerwear_136,4.8182312860557916e-05,0.00454908791564437,0.2629565173219393
br_female_outerwear_137,2.4414914968162127e-06,0.0008411505268432832,0.48690512039142814
br_female_outerwear_138,4.2120355339889647e-07,0.0005264249638956975,0.25099856069554566
br_female_outerwear_139,6.007679527739779e-06,0.0013870384535546755,0.47770497617503394
br_female_outerwear_140,3.904902893456111e-06,0.0014088363327652376,0.3072836665464046
br_female_outerwear_141,1.231940557740788e-06,0.0008636892532514529,0.2738751165479294
br_female_outerwear_142,3.827468654388853e-06,0.0011751112952060468,0.5810384844388948
br_female_outerwear_143,6.158071028519475e-06,0.0015516451895912753,0.6793441031515622
br_female_outerwear_144,9.736888998941027e-06,0.002679370057630836,0.5793585984369257
br_female_outerwear_145,6.455385056785974e-06,0.0016670385564859895,0.43832213861745994
br_female_outerwear_146,7.231318377696716e-06,0.0017425651909785402,0.5556956411064203
br_female_outerwear_147,2.0228884053049665e-05,0.0030219673141222516,0.4138065609683068
br_female_outerwear_148,1.1833935308994291e-05,0.0023006821039090477,0.5462740547833388
br_female_outerwear_149,4.4740251707504436e-06,0.0014200273923969827,0.45475966850328364
br_female_outerwear_150,2.1804586666892614e-05,0.0029187664388636665,0.24115822001601697
br_female_outerwear_151,8.057997055642892e-06,0.001633770770452233,0.5239856885900679
br_female_outerwear_152,6.483001796470154e-06,0.002023671266983727,0.3542900001539843
br_female_outerwear_153,4.262332200592632e-06,0.0016522026217259415,0.35995076028876843
br_female_outerwear_154,8.613065669845785e-07,0.0006913330288128903,0.19092844916924645
br_female_outerwear_155,3.8408770928842874e-05,0.003529388921916746,0.2660461178744732
br_female_outerwear_156,2.1322367444669052e-05,0.003214985221214271,0.655620723102188
br_female_outerwear_157,3.098018356570121e-06,0.0014779461407220594,0.3470726988069943
br_female_outerwear_158,7.364586059078961e-05,0.004250929101598833,0.3133181657458576
br_female_outerwear_159,2.2899535073330602e-06,0.0008479124551556418,0.38041651217941497
br_female_outerwear_160,5.873094312440581e-06,0.0019858138307114015,0.24336997644113853
br_female_outerwear_161,2.551534179090264e-06,0.0013155754476764983,0.21981622710692592
br_female_outerwear_162,0.00018003386947453403,0.011559791370908838,0.6833589906645204
br_female_outerwear_163,1.940273419073782e-06,0.0011268372169490066,0.3189962073545013
br_female_outerwear_164,1.4697242677763268e-06,0.0009705801313376506,0.2360551697174877
br_female_outerwear_165,2.7734146626497586e-06,0.0014077085832964607,0.33860869293134777
br_female_outerwear_166,1.6903176515874823e-06,0.0010276036427351901,0.3133369097301847
br_female_outerwear_167,1.202566448021223e-06,0.000865176215114889,0.22706060218117113
br_female_outerwear_168,7.72008971961468e-06,0.002276765760258194,0.5136205666861801
br_female_outerwear_169,3.9274646357718735e-05,0.002892455870209305,0.532495653386606
br_female_outerwear_170,1.050982622888356e-05,0.0022156419292052223,0.4135608585846343
br_female_outerwear_171,6.310968348767829e-06,0.0013257072894647714,0.3276047231889513
br_female_outerwear_172,1.4289436605586756e-06,0.0009814771568323446,0.36167100285732484
br_female_outerwear_173,1.2156607478084337e-06,0.0009452934249193667,0.379811823745119
br_female_outerwear_174,1.4266444528524374e-06,0.0009168156366359935,0.24729689812909578
br_female_outerwear_175,6.644135763506205e-05,0.006944160175686222,1.0268888681728647
br_female_outerwear_176,5.795809323666881e-06,0.001284797947887919,0.4713857896038225
br_female_outerwear_177,6.654210643459505e-06,0.0013477488785636031,0.45773525342935645
br_female_outerwear_178,2.690887836386771e-05,0.003028517253365108,0.4095207435999128
br_female_outerwear_179,4.884208338676132e-06,0.001132914253506592,0.46591942917305823
br_female_outerwear_180,3.807820835526785e-05,0.004921022437610555,0.8136945227698281
br_female_outerwear_181,9.293198048152697e-06,0.002142462151823186,0.4225504005226051
br_female_outerwear_182,3.4980020977415914e-06,0.0011867067940355776,0.26899388466843643
br_female_outerwear_183,3.417127554964735e-06,0.00153886000901273,0.2697070664096566
br_female_outerwear_184,1.0622311386983658e-05,0.0016377910569085707,0.3490846575286396
br_female_outerwear_185,7.514987584738686e-06,0.0020382902808307743,0.4454760583054159
br_female_outerwear_186,3.2997098565043413e-06,0.0014431897451053595,0.3380799896334908
br_female_outerwear_187,2.0294255644869317e-05,0.00307532917496053,0.41217917844544666
br_female_outerwear_188,3.642562578361724e-06,0.0013269989963766407,0.4988646718019557
br_female_outerwear_189,9.597825588353457e-07,0.0006843717255109565,0.31492906372092117
br_female_outerwear_190,0.00011725102603990671,0.008028789417852804,0.5941916706491889
br_female_outerwear_191,7.23224713346857e-06,0.0013824749713806665,0.26556878604550915
br_female_outerwear_192,2.594516517248481e-06,0.0012616586057151219,0.2693938585644246
br_female_outerwear_193,0.00021986771283899936,0.012267877370102822,0.838435421092782
br_female_outerwear_194,8.508453534641999e-06,0.0019675152002432226,0.5593982321120952
br_female_outerwear_195,6.814528752705701e-06,0.0016929262089012363,0.4602690310683997
br_female_outerwear_196,9.831991801379556e-07,0.0007141462083005979,0.2854402753223794
br_female_outerwear_197,3.342729927196579e-05,0.004203283116807495,0.4770686308556582
br_female_outerwear_198,7.223584375654781e-06,0.0018531458642369416,0.547819769177029
br_female_outerwear_199,1.1126105761880953e-05,0.0016557798904642852,0.3251710991018745
br_female_outerwear_200,0.00014181545186238453,0.007922041969466831,0.448308336390354
br_female_outerwear_201,2.475315057701559e-06,0.0008554405421434261,0.3929267367625877
br_female_outerwear_202,7.969037751959192e-06,0.0023415270804578517,0.6093105181533873
br_female_dress_0,2.9024044790320003e-06,0.0008625515103184764,0.19622310423277473
br_female_dress_1,2.3068798017771828e-05,0.004206782121820302,0.5878857172468153
br_female_dress_2,7.839900271076548e-06,0.002378989501321131,0.7133219685719526
br_female_dress_3,1.5741845584012046e-06,0.0008203950238304193,0.32291798934477106
br_female_dress_4,2.9402454523801782e-05,0.0022857170748209286,0.3889718631491936
br_female_dress_5,8.99254556930906e-06,0.0025620511212767613,0.741632932371465
br_female_dress_6,2.5223882256344312e-06,0.000873911155151988,0.3282442686642717
br_female_dress_7,0.00010173486126168935,0.00923042945132939,1.4889011530057388
br_female_dress_8,2.8472520240358687e-05,0.004324540328035251,0.762670703466325
br_female_dress_9,3.502537170402855e-05,0.004107405296655605,0.31551053292551684
br_female_dress_10,1.0201059267583362e-05,0.0018640413726817193,0.5928212706744436
br_female_dress_11,1.3067237507995684e-05,0.003285627528581807,0.8001679219043595
br_female_dress_12,1.016662041750402e-05,0.002259448062665937,0.48650121653946254
br_female_dress_13,7.868578319333004e-06,0.0025361242049456653,0.8067704531261763
br_female_dress_14,2.4860843279447254e-05,0.0042685817535134795,0.9191023566586376
br_female_dress_15,2.926849954026106e-06,0.0010323916380839905,0.47664158024476316
br_female_dress_16,1.4243830737335477e-06,0.0008082206089068186,0.30914802114796147
br_female_dress_17,1.156636306337648e-05,0.0030304514870839413,1.8477102009378548
br_female_dress_18,1.5604559862005516e-05,0.00294544434436144,0.7408802924030969
br_female_dress_19,1.7830127967062372e-05,0.0037371943581225634,1.0770384201968368
br_female_dress_20,8.469670436371338e-05,0.008109595050247827,0.810597884561784
br_female_dress_21,2.013961607586604e-06,0.000784968923203772,0.3774071864752018
br_female_dress_22,1.0996759949295058e-06,0.0005455366302615548,0.2588091403581734
br_female_dress_23,1.5113680797821218e-06,0.000808383049960512,0.41921326732505687
br_female_dress_24,5.0849681056808735e-05,0.006550322017031929,0.9070966635892045
br_female_dress_25,2.511929776222024e-06,0.0009429716748249219,0.3526579127387038
br_female_dress_26,5.9255215121384994e-05,0.00395403648341439,0.23361185078451324
br_female_dress_27,3.563796625412079e-05,0.005089735374703895,0.9829270905971979
br_female_pants_0,1.1088629654498706e-05,0.0022747979874608365,0.2982161926355073
br_female_pants_1,1.1923222302167796e-06,0.000522696678121714,0.2540464147505968
br_female_pants_2,1.5107676139956845e-05,0.003050417582113626,0.4978968203246473
br_female_pants_3,3.3690554909084417e-06,0.0015340988393733079,0.23778451830561376
br_female_pants_4,1.0885871223052164e-06,0.0006594000566792836,0.3261593164586823
br_female_pants_5,8.148236746436232e-06,0.002322602586645456,0.4820390036773768
br_female_pants_6,8.609161201891232e-07,0.0007557832851211098,0.5125161620540667
br_female_pants_7,5.413391390415304e-06,0.0019983906776883634,0.35781044626208
br_female_pants_8,1.877611596706829e-06,0.001202492030584963,0.2630224084721973
br_female_pants_9,1.1694405650389236e-05,0.0023844713033402704,0.27980827793825014
br_female_pants_10,1.8040476726491848e-06,0.0009488190436302828,0.42170436385419896
br_female_pants_11,9.409260120295748e-06,0.0021242334873790318,0.3187963600877135
br_female_pants_12,1.2179684313214077e-05,0.0028412572597934023,0.3075136153369731
br_female_pants_13,7.392558090672564e-06,0.0023627292274662074,0.6826818078432242
br_female_pants_14,3.7257034223036428e-06,0.0012068599873343785,0.3065126242739723
br_female_pants_15,1.5317035527362654e-06,0.0007918463054234862,0.552271822293946
br_female_pants_16,1.1323422258053315e-06,0.0009094910542218484,0.5740396414553481
br_female_pants_17,5.130428573764817e-06,0.0011678595222905375,0.40041780905370805
br_female_pants_18,1.7804159883815556e-06,0.0008597146950036035,0.3497360414246577
br_female_pants_19,1.7029367013233802e-05,0.0028164077664142345,0.3600352403347683
br_female_pants_20,3.3393762713239494e-05,0.004939704922655961,0.49724217629771583
br_female_pants_21,3.1162440444746506e-06,0.0010578201489419728,0.2946364161594882
br_female_pants_22,1.3821183911947572e-06,0.0006840634849402664,0.44859238408895574
br_female_pants_23,6.383718654620004e-06,0.0019587288671866127,0.2408855943094746
br_female_pants_24,3.164076487662507e-06,0.0010831190996364462,0.3226498287887357
br_female_pants_25,9.029969604802149e-07,0.0004751227082786894,0.26522147777152316
br_female_pants_26,6.858573903762714e-06,0.002332637940137737,0.9798144883485477
br_female_pants_27,6.967173828231749e-05,0.0063714438320253315,0.5040869900238025
br_female_pants_28,1.586765920396412e-05,0.003252218095478025,0.6231681183376496
br_female_pants_29,2.0589566468273712e-05,0.003768896388020739,0.5812686517272094
br_female_pants_30,1.4760210708027424e-05,0.0032626459012677464,0.29195516147105016
br_female_pants_31,3.6564355606393846e-06,0.0012937360648921674,0.4959024068071305
br_female_pants_32,1.1474405017316808e-05,0.001798415913697357,0.2808342040934891
br_female_pants_33,5.636633713704929e-07,0.0005700668057764349,0.24329594648471736
br_female_pants_34,1.0677903012448558e-05,0.002526393616196514,0.45759832904040737
br_female_pants_35,1.2065785636916846e-06,0.0008100948531071418,0.5261767939194849
br_female_pants_36,3.0758057824827083e-06,0.001198510480321848,0.2615301808938137
br_female_pants_37,8.898789109115864e-07,0.0006656548845928503,0.2758052527352178
br_female_pants_38,8.812642495969785e-07,0.0006363450633271715,0.225949808151432
br_female_pants_39,1.2314073104679993e-05,0.002073618208508193,0.37611146888004354
br_female_pants_40,7.982289465111213e-07,0.0005891742523047855,0.3058079695864941
br_female_pants_41,1.5784705492995477e-06,0.0010284972730541888,0.21896443857653053
br_female_pants_42,1.3059484903250699e-05,0.002947609879063013,0.5300032590693824
br_female_pants_43,8.25853177383452e-07,0.0007588060324237854,0.4862761370608276
br_female_pants_44,1.5052747524325197e-06,0.0006834371167008033,0.25994086258165
br_female_pants_45,1.1875721411593898e-05,0.0019165878033999136,0.4353399758561775
br_female_pants_46,3.955092287903276e-07,0.0004298870949473076,0.2779799916359005
br_female_pants_47,2.972100314487805e-06,0.0013678341815457728,0.3957884112964864
br_female_pants_48,9.832135042063038e-07,0.0007246159762278677,0.31398727430116463
br_female_pants_49,3.5960566091391703e-06,0.0010671664853614104,0.380993500490248
br_female_pants_50,5.6898299011943064e-05,0.006084860592070607,0.7527982954371453
br_female_pants_51,3.16413074366589e-06,0.0011192444014784294,0.2899344089120923
br_female_pants_52,1.7563023770441213e-05,0.0028774785837118047,0.4327321274363591
br_female_pants_53,9.094134492436289e-07,0.0007465821562278893,0.24374382847851167
br_female_pants_54,8.129295181384e-07,0.0007339182107728667,0.3730985120780457
br_female_pants_55,1.0454025017964238e-06,0.000899374408721291,0.4058084608192093
br_female_pants_56,3.6577347659707573e-06,0.001418311362838931,0.5593642320968903
br_female_pants_57,1.0843629431425528e-06,0.0008784693238564167,0.4029467001130133
br_female_pants_58,4.150933167488714e-06,0.0014789016250496062,0.548239285811137
br_female_pants_59,3.3387347123282715e-06,0.0014160468491930442,0.517824885536695
br_female_pants_60,4.990291569010667e-06,0.0019001808946223866,0.741466263173868
br_female_pants_61,1.0894832390518921e-05,0.003030573811979383,2.1598481401919374
br_female_pants_62,5.2781691792755434e-05,0.005891128450381476,0.40963339357632333
br_female_pants_63,5.771022488757514e-06,0.001979576359624916,0.4917343707150724
br_female_pants_64,6.209398664080302e-05,0.0067373108362325145,0.5649082856116459
br_female_pants_65,5.7393200937986566e-06,0.0014822298774009634,0.3779850458052388
br_female_pants_66,6.951108816067461e-06,0.0022700641630650884,0.42298751839519544
br_female_pants_67,4.458427840832233e-05,0.004946565455382281,0.5141928621994429
br_female_pants_68,3.480365256961748e-07,0.0004924740823563908,0.2250614608165033
br_female_pants_69,7.60086422305126e-07,0.0007175114470135645,0.233433855312249
br_female_pants_70,7.111957854602491e-06,0.0020531417520393016,0.8170761665138249
br_female_pants_71,1.5167280940324826e-05,0.0029338405914512682,0.6909589075143032
br_female_pants_72,5.535018267210482e-06,0.0019545169701529,0.6252433413620639
br_female_pants_73,3.4264511410669743e-06,0.001524683586797936,0.26035395185399596
br_female_pants_74,1.1872913441622572e-06,0.000875967554564662,0.32707799088447637
br_female_pants_75,5.991415198321573e-06,0.0015145837776869597,0.4165087592080949
br_female_pants_76,3.6140141848259946e-06,0.0017275675256673898,0.9192786158419531
br_female_pants_77,2.7065766282267274e-06,0.0012645173600412075,0.2451991229027453
br_female_pants_78,4.411582836599239e-06,0.0016656588577095963,0.6473456896704199
br_female_pants_79,4.8242840874417236e-06,0.001337212079329913,0.5415779167671035
br_female_pants_80,9.429553374658228e-06,0.002467835916646268,0.569513027869021
br_female_pants_81,3.594831885026675e-05,0.005275382422419579,0.8069087003657912
br_female_pants_82,2.103540559664546e-06,0.0011814951412000628,0.34110390283976916
br_female_pants_83,1.7840368407806823e-05,0.0034072593577161967,0.3876847954684409
br_female_pants_84,3.0448438569695e-06,0.0014450382733151707,0.47904385036068864
br_female_pants_85,2.5610089592656873e-06,0.0014130525382247629,0.9201758116580381
br_female_pants_86,0.000219817733873292,0.013199387398374476,1.0695586739495724
br_female_pants_87,1.4902793867327057e-05,0.00265526891718205,0.5150886051860459
br_female_pants_88,1.5102513013803163e-05,0.0024674175739800683,0.8255546776046445
br_female_pants_89,1.2736976659513391e-05,0.002941370573656449,0.6039836240107896
br_female_pants_90,1.9990509501358214e-07,0.00035009963493523897,0.3003962931551127
br_female_pants_91,7.249818835194228e-07,0.0005550745957145042,0.1967108643997684
br_female_pants_92,3.584092610408911e-05,0.003055277323664867,0.19848859094084917
br_female_pants_93,1.0176607572877823e-05,0.0022423030169980863,0.34311587921906783
br_female_pants_94,2.5358268988523353e-05,0.0033355007667400095,0.8863268486577258
br_female_pants_95,9.740142164409519e-06,0.0015390108363339263,0.5043777269148116
br_female_pants_96,8.001051825110911e-06,0.0022079293868384167,0.2905770802302215
br_female_pants_97,0.00010106026822673492,0.005931230135312128,0.34226988219009413
br_female_pants_98,3.555187166785857e-06,0.0011651933169986976,0.20440652108275464
br_female_pants_99,4.734756806974082e-05,0.006172699980706991,0.96260917581792
br_female_pants_100,4.107349647486663e-06,0.0011732648460759947,0.3088375576132348
br_female_pants_101,3.1191656516625345e-05,0.004519112571924813,0.5279921327730595
br_female_pants_102,4.663887047780525e-06,0.0019471185973225656,1.0751666548655192
br_female_pants_103,3.2875601507735577e-06,0.0011219990579277102,0.4288185707486472
br_female_pants_104,6.197501506305374e-06,0.001641623682703242,0.2703472069051791
br_female_pants_105,3.0261263094616172e-05,0.002284765318875846,0.30632477135117253
br_female_pants_106,2.277857885656023e-05,0.003638053063651506,0.4901116799724464
br_female_pants_107,9.769148521977214e-07,0.0006413710493924195,0.388038426750572
br_female_pants_108,6.787624015272984e-07,0.0005757873022634972,0.7150819412873295
br_female_pants_109,2.4105239911048452e-06,0.0007890957338513089,0.3543743396719596
br_female_pants_110,2.558841576767947e-06,0.0010873167846021734,0.34740560147341704
br_female_pants_111,1.9910113015596485e-05,0.0034824655481022083,0.4613175832244107
br_female_pants_112,2.0149471898669622e-05,0.003641014750913568,0.2649445636505483
br_female_pants_113,1.5868396445533482e-06,0.0008457726891962163,0.19947158597415493
br_female_pants_114,3.5752583647122924e-07,0.0004933660795185956,0.16555197779507724
br_female_pants_115,1.4468688935611055e-06,0.0007939084295461745,0.4969869469962029
